holeid,x,y,z,maxdepth,Campana,ENDDATE
SPD1164,475249.538,7481850.014,1762.14,246.0,Programa_infill_F12,15-Sep-2009
SPD1165,475349.798,7481849.951,1765.64,250.0,Programa_infill_F12,18-Sep-2009
SPD1166,475399.864,7481849.955,1767.36,269.0,Programa_infill_F12,22-Sep-2009
SPD1167,475450.05,7481849.76,1769.55,279.0,Programa_infill_F12,26-Sep-2009
SPD1168,474800.22,7481546.08,1745.04,577.2,Programa_Hyp_Geo_F13,03-Oct-2009
SPD1170,474230.897,7480233.971,1718.28,220.0,Programa_geotec_F10,01-Oct-2009
SPD1177,475201.25,7482099.42,1762.89,200.0,Programa_Metal_F12,13-Oct-2009
SPD1178,475049.95,7480800.12,1749.02,450.4,Programa_Hyp_Geo_F18,10-Oct-2009
SPD1180,475128.75,7481574.29,1755.67,500.4,Programa_Hyp_Geo_F12,20-Dec-2009
SPD1181,475001.025,7481801.65,1754.26,585.55,Programa_Hyp_Geo_F12,19-Dec-2009
SPD1182,475140.002,7479805.109,1748.67,450.0,Programa_Hyp_Geo_F11,15-Jan-2010
SPD1184,474260.748,7479220.41,1565.4,491.1,Programa_Hyp_Geo_F1,01-Apr-2010
SPD1185,475199.58,7482101.03,1762.71,200.0,Programa_Metal_F12,17-Oct-2009
SPD1186,475498.352,7481699.911,1769.73,215.0,Programa_infill_F12,11-Dec-2009
SPD1187,475450.005,7481750.043,1768.34,230.0,Programa_infill_F12,26-Dec-2009
SPD1188,475450.153,7481750.648,1768.25,198.0,Programa_infill_F12,29-Dec-2009
SPD1192,475403.078,7481802.366,1767.01,215.0,Programa_Metal_F12,16-Dec-2009
SPD1193,475102.027,7481798.949,1757.08,210.0,Programa_Metal_F12,21-Dec-2009
SPD1195,474003.191,7479090.918,1549.575,411.0,Programa_Hyp_Met_F1,05-Jan-2010
SPD1196,474916.82,7480073.743,1558.9,485.0,Programa_Hyp_Met_F2,18-Jan-2010
SPD1197,475399.99,7481802.9,1766.92,247.0,Programa_infill_F12,03-Jan-2010
SPD1198,475419.907,7480059.958,1759.79,214.8,Programa_geotec_F11,09-Jan-2010
SPD1200,474902.878,7481799.958,1750.62,180.0,Programa_Metal_F12,14-Jan-2010
SPD1201,474904.452,7480148.888,1563.45,476.8,Programa_Hyp_Met_F2,01-Feb-2010
SPD1202,475101.986,7481699.034,1755.69,255.0,Programa_Metal_F12,20-Jan-2010
SPD1205,474915.026,7480071.318,1558.57,377.5,Programa_Hyp_Met_F2,31-Jan-2010
SPD1206,475300.048,7481900.346,1764.68,213.0,Programa_infill_F12,23-Jan-2010
SPD1208,475198.97,7481899.78,1761.51,195.0,Programa_infill_F12,26-Jan-2010
SPD1210,475086.129,7479759.383,1746.27,220.0,Programa_geotec_F11,20-Feb-2010
SPD1211,475400.26,7481904.18,1768.23,244.0,Programa_infill_F12,30-Jan-2010
SPD1212,475408.973,7481203.931,1763.84,210.0,Programa_Metal_F15,05-Feb-2010
SPD1213,474003.352,7479084.906,1549.56,354.25,Programa_Hyp_Met_F1,20-Feb-2010
SPD1214,474207.429,7479295.79,1565.69,433.95,Programa_Hyp_Met_F1,17-Feb-2010
SPD1216,475303.08,7481699.91,1762.97,230.0,Programa_Metal_F12,14-Feb-2010
SPD1217,475401.995,7481698.912,1766.28,210.0,Programa_Metal_F12,10-Feb-2010
SPD1226,474900.49,7481600.056,1748.44,205.0,Programa_Metal_F12,27-Feb-2010
SPD1227,475403.23,7481599.82,1764.9,190.0,Programa_Metal_F12,05-Mar-2010
SPD1230,473994.56,7479049.6,1550.52,414.7,Programa_Hyp_Met_F1,11-Mar-2010
SPD1231,474001.86,7479088.474,1550.52,329.1,Programa_Hyp_Met_F1,12-Mar-2010
SPD1236,474423.33,7480937.946,1729.24,185.0,Programa_Hidrica,10-Mar-2010
SPD1238,474801.95,7481500.15,1744.38,207.0,Programa_Metal_F12,16-Mar-2010
SPD1239,475625.91,7481517.86,1773.79,175.0,Programa_Hidrica_F15,22-Mar-2010
SPD1240,473996.61,7479297.66,1593.97,561.95,Programa_Hyp_Geo_F1,23-Mar-2010
SPD1243,475002.25,7481499.74,1750.86,210.0,Programa_Metal_F12,27-Mar-2010
SPD1245,474450.59,7480635.63,1728.15,463.95,Programa_Hyp_Geo_F16,05-Apr-2010
SPD1246,474900.225,7481402.756,1746.92,210.0,Programa_Metal_F12,30-Mar-2010
SPD1250,474999.583,7481199.998,1748.32,190.0,Programa_Metal_F12,03-Apr-2010
SPD1251,474950.33,7481350.96,1747.7,190.0,Programa_Metal_F12,07-Apr-2010
SPD1254,475200.12,7481349.94,1757.31,212.0,Programa_Metal_F12,11-Apr-2010
SPD1256,474266.6,7479229.07,1565.1,60.0,Programa_Hyp_Exp_F3,04-Apr-2010
SPD1257,474267.62,7479200.13,1565.36,60.0,Programa_Hyp_Exp_F3,06-Apr-2010
SPD1259,474220.53,7479224.86,1564.96,60.0,Programa_Hyp_Exp_F3,07-Apr-2010
SPD1260,474193.46,7479250.12,1564.47,60.0,Programa_Hyp_Exp_F3,06-Apr-2010
SPD1261,474267.22,7479175.09,1565.39,60.0,Programa_Hyp_Exp_F3,07-Apr-2010
SPD1262,474243.3,7479224.69,1564.97,60.0,Programa_Hyp_Exp_F3,08-Apr-2010
SPD1263,474218.73,7479249.83,1565.45,60.0,Programa_Hyp_Exp_F3,08-Apr-2010
SPD1265,474243.07,7479274.92,1564.59,60.0,Programa_Hyp_Exp_F3,09-Apr-2010
SPD1266,474200.27,7479225.88,1564.61,63.0,Programa_Hyp_Exp_F3,10-Apr-2010
SPD1267,474232.939,7479285.081,1565.03,68.0,Programa_Hyp_Exp_F3,13-Apr-2010
SPD1268,474261.25,7479249.49,1564.81,62.0,Programa_Hyp_Exp_F3,11-Apr-2010
SPD1269,474247.513,7479274.87,1564.78,68.0,Programa_Hyp_Exp_F3,14-Apr-2010
SPD1270,474218.19,7479274.88,1565.06,60.0,Programa_Hyp_Exp_F3,10-Apr-2010
SPD1272,474201.065,7479275.728,1565.38,63.0,Programa_Hyp_Exp_F3,12-Apr-2010
SPD1273,474254.981,7479175.426,1566.03,65.0,Programa_Hyp_Exp_F3,17-Apr-2010
SPD1274,474218.065,7479199.27,1565.06,63.0,Programa_Hyp_Exp_F3,13-Apr-2010
SPD1280,474268.721,7479200.153,1565.35,70.0,Programa_Hyp_Exp_F3,14-Apr-2010
SPD1281,474276.712,7479229.886,1564.86,70.0,Programa_Hyp_Exp_F3,15-Apr-2010
SPD1282,474036.37,7479125.37,1549.17,54.0,Programa_Hyp_Exp_F1,16-Apr-2010
SPD1283,474100.29,7479074.92,1549.33,50.0,Programa_Hyp_Exp_F1,18-Apr-2010
SPD1284,474203.67,7479249.87,1565.46,470.35,Programa_Hyp_Exp_F1,02-May-2010
SPD1285,474076.57,7479098.0,1549.39,53.0,Programa_Hyp_Exp_F1,17-Apr-2010
SPD1286,474217.97,7479199.39,1564.97,68.0,Programa_Hyp_Exp_F3,19-Apr-2010
SPD1287,474117.99,7479228.38,1581.82,80.0,Programa_Hyp_Exp_F3,20-Apr-2010
SPD1288,474215.87,7479127.25,1567.98,65.0,Programa_Hyp_Exp_F3,21-Apr-2010
SPD1289,474192.24,7479125.59,1569.43,65.45,Programa_Hyp_Exp_F3,07-May-2010
SPD1290,474176.23,7479150.41,1572.62,65.3,Programa_Hyp_Exp_F3,11-May-2010
SPD1292,474031.91,7479150.11,1550.12,460.0,Programa_Hyp_Exp_F1,02-May-2010
SPD1293,474095.59,7479048.73,1549.63,342.9,Programa_Hyp_Exp_F1,09-May-2010
SPD1306,474027.2,7479149.89,1550.26,480.0,Programa_Hyp_Exp_F1,21-May-2010
SPD1315,473895.6,7479550.78,1580.23,474.05,Programa_Hyp_Exp_F4,23-May-2010
SPD1317,474026.98,7479352.34,1594.1,500.0,Programa_Hyp_Exp_F1,25-May-2010
SPD1322,474496.42,7481125.08,1732.46,500.0,Programa_Hyp_Geo_F16,13-Jun-2010
SPD1332,474203.86,7479249.92,1565.39,422.6,Programa_Hyp_Exp_F1,05-Jun-2010
SPD1335,474173.34,7479152.03,1572.83,498.05,Programa_Hyp_Exp_F1,12-Jun-2010
SPD1346,474249.02,7479150.7,1565.1,500.0,Programa_Hyp_Exp_F1,15-Jul-2010
SPD1348,473949.71,7479531.45,1580.51,500.0,Programa_Hyp_Exp_F1,21-Jun-2010
SPD1352,474172.77,7479151.59,1571.56,482.1,Programa_Hyp_Exp_F1,22-Jun-2010
SPD1354,475072.91,7481281.0,1752.21,450.0,Programa_Hyp_Geo_F12,25-Jun-2010
SPD1370,474040.04,7479328.63,1595.24,515.0,Programa_Hyp_Exp_F4,04-Jul-2010
SPD1371,474685.06,7479601.02,1715.96,596.0,Programa_Hyp_Geo_F9,13-Jul-2010
SPD1378,473995.84,7479370.0,1594.65,515.0,Programa_Hyp_Exp_F1,15-Jul-2010
SPD1384,474949.78,7482150.17,1755.0,179.0,Programa_infill_F14,17-Jul-2010
SPD1385,475000.0,7482150.04,1757.14,179.0,Programa_infill_F14,20-Jul-2010
SPD1386,474891.93,7481696.19,1749.44,450.0,Programa_Hyp_Geo_F12,26-Jul-2010
SPD1387,474076.01,7479016.78,1550.65,325.65,Programa_Hyp_Exp_F1,30-Jul-2010
SPD1388,473993.88,7479033.15,1550.21,488.35,Programa_Hyp_Exp_F1,24-Jul-2010
SPD1389,474549.91,7479749.77,1714.97,611.5,Programa_Hyp_Exp_F9,04-Aug-2010
SPD1397,475049.796,7482149.952,1757.92,184.0,Programa_infill_F14,24-Jul-2010
SPD1398,474899.397,7482099.977,1752.35,188.0,Programa_infill_F14,27-Jul-2010
SPD1400,474999.637,7482100.096,1755.8,200.0,Programa_infill_F14,26-Jul-2010
SPD1401,475100.17,7482100.38,1759.13,213.0,Programa_infill_F14,29-Jul-2010
SPD1402,475000.37,7482200.6,1756.75,171.0,Programa_infill_F14,31-Jul-2010
SPD1403,475249.58,7482199.58,1765.23,176.0,Programa_infill_F14,31-Jul-2010
SPD1404,474694.5,7480254.59,1685.61,604.0,Programa_Hyp_Exp_F8,14-Aug-2010
SPD1405,474929.59,7480140.94,1564.6,473.0,Programa_Hyp_Exp_F2,02-Aug-2010
SPD1412,475099.79,7482150.4,1759.75,214.0,Programa_infill_F14,03-Aug-2010
SPD1413,475150.0,7482150.0,1761.0,211.0,Programa_infill_F14,06-Aug-2010
SPD1414,474615.19,7479649.93,1715.93,630.2,Programa_Hyp_Exp_F9,14-Aug-2010
SPD1415,474850.42,7482050.43,1750.81,179.0,Programa_infill_F14,05-Aug-2010
SPD1416,474899.91,7482049.84,1752.21,191.0,Programa_infill_F14,08-Aug-2010
SPD1417,474949.89,7482050.26,1753.23,214.0,Programa_infill_F14,12-Aug-2010
SPD1419,474547.766,7479749.583,1716.94,640.0,Programa_Hyp_Exp_F9,17-Sep-2010
SPD1420,474779.99,7480000.01,1565.39,475.0,Programa_Hyp_Exp_F2,08-Aug-2010
SPD1427,474650.01,7479684.86,1716.81,620.0,Programa_Hyp_Exp_F9,17-Aug-2010
SPD1429,475250.244,7482149.911,1764.69,208.0,Programa_infill_F14,17-Aug-2010
SPD1430,475300.26,7482149.97,1766.24,208.0,Programa_infill_F14,23-Aug-2010
SPD1431,475350.65,7482150.28,1768.19,195.0,Programa_infill_F14,25-Aug-2010
SPD1432,475400.108,7482149.927,1769.81,173.0,Programa_infill_F14,28-Aug-2010
SPD1433,475000.12,7482049.81,1756.13,208.0,Programa_infill_F14,16-Aug-2010
SPD1434,475049.798,7482049.909,1757.29,230.0,Programa_infill_F14,21-Aug-2010
SPD1435,475099.89,7482050.006,1759.15,230.0,Programa_infill_F14,19-Aug-2010
SPD1436,475150.12,7482049.89,1760.76,242.0,Programa_infill_F14,22-Aug-2010
SPD1443,474783.74,7480004.48,1565.27,500.0,Programa_Hyp_Exp_F2,17-Aug-2010
SPD1444,475101.04,7482099.96,1759.57,218.0,Programa_infill_F14,15-Aug-2010
SPD1446,475202.5,7482150.57,1763.05,188.0,Programa_infill_F14,12-Aug-2010
SPD1447,474828.45,7480341.44,1684.8,587.15,Programa_Hyp_Exp_F8,24-Aug-2010
SPD1448,474554.69,7479650.08,1715.78,655.0,Programa_Hyp_Exp_F9,28-Aug-2010
SPD1468,474590.03,7479975.01,1592.8,350.0,Programa_Hyp_Exp_F2,23-Aug-2010
SPD1470,474450.19,7479750.29,1715.56,640.0,Programa_Hyp_Exp_F9,01-Sep-2010
SPD1474,475200.66,7482050.11,1762.56,243.0,Programa_infill_F14,25-Aug-2010
SPD1475,475250.31,7482049.99,1764.68,243.0,Programa_infill_F14,29-Aug-2010
SPD1476,474891.04,7480138.44,1563.92,340.0,Programa_Hyp_Exp_F2,30-Aug-2010
SPD1477,474374.91,7479350.22,1580.1,452.95,Programa_Hyp_Exp_F3,07-Sep-2010
SPD1479,475299.57,7482100.14,1766.09,215.0,Programa_infill_F14,31-Aug-2010
SPD1480,475399.743,7482099.944,1769.62,196.0,Programa_infill_F14,03-Sep-2010
SPD1481,475300.048,7482049.893,1766.0,244.0,Programa_infill_F14,02-Sep-2010
SPD1482,474356.56,7479444.81,1611.49,400.15,Programa_Hyp_Exp_F3,04-Sep-2010
SPD1483,474892.11,7480136.19,1563.52,490.0,Programa_Hyp_Exp_F2,06-Sep-2010
SPD1485,475353.62,7482054.13,1767.99,244.0,Programa_infill_F14,05-Sep-2010
SPD1486,475400.15,7482050.18,1769.59,219.0,Programa_infill_F14,09-Sep-2010
SPD1487,475449.95,7482050.06,1771.01,199.0,Programa_infill_F14,11-Sep-2010
SPD1488,475499.97,7482049.986,1772.75,176.0,Programa_infill_F14,15-Sep-2010
SPD1489,475099.9,7481950.27,1758.64,262.0,Programa_infill_F13,06-Sep-2010
SPD1490,475150.03,7481950.22,1760.38,258.0,Programa_infill_F13,09-Sep-2010
SPD1496,474407.72,7479344.44,1579.49,293.35,Programa_Hyp_Exp_F3,10-Sep-2010
SPD1497,474900.392,7480078.739,1559.62,495.0,Programa_Hyp_Exp_F2,16-Sep-2010
SPD1498,474326.269,7479352.876,1585.22,400.0,Programa_Hyp_Exp_F3,15-Sep-2010
SPD1506,475199.674,7481950.355,1762.1,237.0,Programa_infill_F13,15-Sep-2010
SPD1507,475250.4,7481950.49,1763.67,233.0,Programa_infill_F13,20-Sep-2010
SPD1508,475300.18,7481949.9,1765.65,250.0,Programa_infill_F13,26-Sep-2010
SPD1509,474900.007,7481949.756,1752.11,248.0,Programa_infill_F13,12-Sep-2010
SPD1510,475000.09,7482000.65,1755.46,240.0,Programa_infill_F13,21-Sep-2010
SPD1511,475200.12,7481999.98,1762.89,256.0,Programa_infill_F13,24-Sep-2010
SPD1512,475399.545,7481999.862,1768.81,257.0,Programa_infill_F14,28-Sep-2010
SPD1515,474368.058,7479397.948,1581.95,400.0,Programa_Hyp_Exp_F3,20-Sep-2010
SPD1518,474370.265,7479304.042,1580.68,424.0,Programa_Hyp_Exp_F3,27-Sep-2010
SPD1519,474785.94,7480044.06,1564.38,490.0,Programa_Hyp_Exp_F2,24-Sep-2010
SPD1520,474551.592,7479749.812,1714.96,486.0,Programa_Hyp_Exp_F9,26-Sep-2010
SPD1521,475350.24,7481950.02,1766.87,264.0,Programa_infill_F13,23-Sep-2010
SPD1522,475399.29,7481951.9,1768.53,270.0,Programa_infill_F13,03-Oct-2010
SPD1523,475449.996,7481950.18,1770.03,257.0,Programa_infill_F14,29-Sep-2010
SPD1529,473876.898,7479427.233,1565.28,370.0,Programa_Hyp_Exp_F4,30-Sep-2010
SPD1530,475500.19,7481950.26,1771.73,220.0,Programa_infill_F14,06-Oct-2010
SPD1531,475100.32,7481900.31,1758.31,251.0,Programa_infill_F13,02-Oct-2010
SPD1532,475500.51,7481900.4,1771.3,240.0,Programa_infill_F14,06-Oct-2010
SPD1540,474645.29,7479649.92,1716.36,490.0,Programa_Hyp_Exp_F9,04-Oct-2010
SPD1541,474606.24,7479750.34,1715.86,500.0,Programa_Hyp_Exp_F9,06-Oct-2010
SPD1542,474679.686,7480400.016,1684.479,592.0,Programa_Hyp_Exp_F8,10-Oct-2010
SPD1543,474591.169,7479976.464,1592.871,385.65,Programa_Hyp_Exp_F2,13-Oct-2010
SPD1545,475500.05,7481850.09,1770.77,272.65,Programa_infill_F14,11-Oct-2010
SPD1546,475550.04,7481850.14,1772.57,229.0,Programa_infill_F14,10-Oct-2010
SPD1547,474350.01,7479850.23,1718.12,620.0,Programa_Hyp_Exp_F9,17-Oct-2010
SPD1548,474649.8,7479549.85,1715.7,640.0,Programa_Hyp_Exp_F9,16-Oct-2010
SPD1550,475199.678,7481602.94,1758.515,280.0,Programa_infill_F15,16-Oct-2010
SPD1551,475250.062,7481549.898,1759.582,234.0,Programa_infill_F15,14-Oct-2010
SPD1557,474100.0,7479736.6,1580.1,473.45,Programa_Hyp_Exp_F3,22-Oct-2010
SPD1558,474619.01,7480011.22,1590.4,390.0,Programa_Hyp_Exp_F2,21-Oct-2010
SPD1561,475450.74,7481650.04,1767.42,246.0,Programa_infill_F15,17-Oct-2010
SPD1562,475449.48,7481549.8,1766.59,228.0,Programa_infill_F15,21-Oct-2010
SPD1564,474784.541,7480400.002,1684.383,592.0,Programa_Hyp_Exp_F8,31-Oct-2010
SPD1565,474683.66,7479549.86,1715.37,620.0,Programa_Hyp_Exp_F9,26-Oct-2010
SPD1566,474352.592,7479848.655,1714.943,638.75,Programa_Hyp_Exp_F9,31-Oct-2010
SPD1569,474854.563,7481600.036,1746.989,186.0,Programa_Metal_F15,28-Oct-2010
SPD1570,474902.176,7481449.779,1747.299,188.0,Programa_Metal_F15,26-Nov-2010
SPD1571,475049.927,7481649.752,1753.705,190.0,Programa_Metal_F12,06-Nov-2010
SPD1572,475048.48,7481649.88,1753.809,252.0,Programa_Metal_F12,02-Nov-2010
SPD1573,475054.684,7481551.076,1753.012,214.0,Programa_Metal_F12,10-Nov-2010
SPD1574,475048.356,7481450.472,1752.038,232.0,Programa_Metal_F15,18-Nov-2010
SPD1578,474591.67,7479976.82,1592.33,512.0,Programa_Hyp_Exp_F2,04-Nov-2010
SPD1579,474647.843,7480299.91,1684.625,460.0,Programa_Hyp_Exp_F8,29-Oct-2010
SPD1581,474099.77,7479742.71,1580.21,494.0,Programa_Hyp_Exp_F3,04-Nov-2010
SPD1584,474614.733,7480299.95,1684.565,590.0,Programa_Hyp_Exp_F8,08-Nov-2010
SPD1585,474798.85,7480399.9,1684.59,442.0,Programa_Hyp_Exp_F8,08-Nov-2010
SPD1586,474348.808,7479847.786,1714.957,514.0,Programa_Hyp_Exp_F9,10-Nov-2010
SPD1589,474374.394,7480099.673,1699.568,470.0,Programa_Hyp_Exp_F8,12-Nov-2010
SPD1595,474788.711,7480025.08,1564.352,250.0,Programa_Hyp_Hid_F2,19-Nov-2010
SPD1596,474839.992,7480400.18,1684.418,512.0,Programa_Hyp_Exp_F8,13-Dec-2010
SPD1598,474837.66,7480399.97,1684.56,622.0,Programa_Hyp_Exp_F8,19-Nov-2010
SPD1599,475251.137,7481550.89,1759.512,180.0,Programa_Metal_F12,13-Nov-2010
SPD1600,474811.704,7480006.979,1564.899,992.4,Programa_Hyp_Exp_F2,15-Dec-2010
SPD1601,474645.128,7480396.687,1684.371,451.0,Programa_Hyp_Exp_F8,16-Nov-2010
SPD1603,474280.58,7480100.129,1699.895,625.0,Programa_Hyp_Exp_F8,26-Nov-2010
SPD1607,475249.747,7481399.467,1758.475,207.0,Programa_Metal_F15,23-Nov-2010
SPD1609,474304.17,7480000.25,1699.61,620.0,Programa_Hyp_Exp_F8,28-Nov-2010
SPD1611,475053.18,7481401.58,1751.76,227.0,Programa_Metal_F15,01-Dec-2010
SPD1614,474938.02,7480120.67,1563.39,250.0,Programa_Hyp_Hid_F2,28-Nov-2010
SPD1616,475303.71,7481299.269,1760.249,183.0,Programa_Metal_F15,04-Dec-2010
SPD1618,474600.47,7480200.07,1686.84,410.0,Programa_Hyp_Exp_F8,04-Dec-2010
SPD1619,474614.5,7480300.36,1684.59,598.0,Programa_Hyp_Exp_F8,14-Dec-2010
SPD1620,474304.34,7479998.68,1699.66,470.0,Programa_Hyp_Exp_F8,05-Dec-2010
SPD1621,474585.085,7479975.247,1593.032,280.0,Programa_Hyp_Hid_F2,07-Dec-2010
SPD1622,475103.607,7481198.313,1753.015,198.0,Programa_Metal_F15,07-Dec-2010
SPD1623,475020.944,7481149.951,1749.874,202.0,Programa_Metal_F15,12-Dec-2010
SPD1626,474784.54,7480400.48,1684.31,472.0,Programa_Hyp_Exp_F8,14-Dec-2010
SPD1630,474503.65,7479698.35,1715.1,142.0,Programa_Metal_F9,15-Dec-2010
SPD1634,474320.042,7480199.882,1700.349,580.7,Programa_Hyp_Exp_F8,23-Dec-2010
SPD1635,474446.472,7480103.94,1699.876,480.0,Programa_Hyp_Exp_F8,21-Dec-2010
SPD1636,474600.502,7480201.341,1686.88,600.0,Programa_Hyp_Exp_F8,25-Dec-2010
SPD1637,474349.8,7479952.5,1699.47,500.0,Programa_Hyp_Exp_F8,28-Dec-2010
SPD1643,474364.816,7480318.003,1722.949,645.0,Programa_Hyp_Exp_F8,12-Jan-2011
SPD1644,474791.12,7479982.26,1565.17,485.0,Programa_Hyp_Exp_F2,30-Dec-2010
SPD1645,474940.51,7480374.23,1684.35,446.65,Programa_Hyp_Exp_F2,09-Jan-2011
SPD1647,474030.636,7479449.866,1581.542,490.0,Programa_Hyp_Exp_F1,04-Jan-2011
SPD1648,473936.353,7479267.137,1581.372,490.0,Programa_Hyp_Exp_F1,02-Jan-2011
SPD1649,474649.19,7479548.04,1715.77,460.0,Programa_Hyp_Exp_F3,11-Jan-2011
SPD1651,474370.97,7479814.99,1715.23,500.0,Programa_Hyp_Exp_F5,12-Jan-2011
SPD1652,474662.304,7479727.087,1716.267,520.0,Programa_Hyp_Exp_F2,13-Jan-2011
SPD1654,474074.71,7479450.69,1579.92,310.0,Programa_Hyp_Exp_F3,11-Jan-2011
SPD1655,473541.929,7479081.248,1692.933,420.0,Programa_Hyp_Hid_F4,24-Jan-2011
SPD1658,475003.538,7479926.567,1638.9,544.0,Programa_Hyp_Exp_F2,21-Jan-2011
SPD1659,474070.745,7479549.734,1581.129,400.0,Programa_Hyp_Exp_F3,22-Jan-2011
SPD1660,474022.019,7479560.667,1580.909,490.0,Programa_Hyp_Exp_F3,21-Jan-2011
SPD1661,475207.43,7479918.54,1751.1,680.0,Programa_Hyp_Exp_F2,29-Jan-2011
SPD1662,474606.994,7479744.721,1716.005,500.0,Programa_Hyp_Exp_F2,23-Jan-2011
SPD1666,475094.496,7479774.539,1746.796,530.0,Programa_Hyp_Exp_F2,24-Jan-2011
SPD1668,474549.854,7479749.7,1715.87,460.0,Programa_Hyp_Exp_F2,01-Feb-2011
SPD1669,474048.285,7479388.794,1579.863,417.4,Programa_Hyp_Exp_F1,30-Jan-2011
SPD1670,473831.92,7479099.15,1564.52,373.85,Programa_Hyp_Exp_F4,09-Feb-2011
SPD1671,473822.658,7479150.01,1564.946,350.0,Programa_Hyp_Exp_F4,02-Feb-2011
SPD1674,474868.595,7479653.526,1737.061,515.0,Programa_Hyp_Exp_F9,02-Feb-2011
SPD1676,473791.1,7479350.72,1564.61,480.0,Programa_Hyp_Exp_F4,11-Feb-2011
SPD1679,473872.52,7479068.02,1564.57,266.75,Programa_Hyp_Exp_F4,09-Feb-2011
SPD1680,473835.293,7479350.064,1564.999,500.0,Programa_Hyp_Exp_F4,17-Feb-2011
SPD1681,474553.22,7479648.25,1715.73,526.85,Programa_Hyp_Exp_F3,12-Feb-2011
SPD1682,474194.12,7479943.22,1715.44,643.6,Programa_Hyp_Exp_F5,24-Feb-2011
SPD1684,473772.987,7479450.095,1564.362,485.0,Programa_Hyp_Exp_F4,15-Feb-2011
SPD1688,474159.23,7479593.88,1564.26,650.0,Programa_Hyp_Exp_F3,27-Feb-2011
SPD1689,474448.673,7479748.616,1715.405,737.05,Programa_Hyp_Exp_F3,01-Mar-2011
SPD1692,474042.22,7479549.941,1580.216,696.5,Programa_Hyp_Exp_m50,06-Mar-2011
SPD1693,474128.22,7479500.046,1579.553,688.6,Programa_Hyp_Exp_m50,14-Apr-2011
SPD1694,474302.527,7479897.253,1719.359,700.0,Programa_Hyp_Exp_F9,03-Mar-2011
SPD1700,474024.46,7479450.8,1579.45,700.0,Programa_Hyp_Exp_m50,10-Mar-2011
SPD1702,474126.632,7479539.349,1579.029,700.0,Programa_Hyp_Exp_m50,19-Mar-2011
SPD1704,473949.319,7479272.697,1579.534,290.0,Programa_Hyp_Hid_F1,14-Mar-2011
SPD1705,474115.058,7479608.735,1564.624,571.55,Programa_Hyp_Exp_F3,14-Mar-2011
SPD1706,474159.415,7479591.558,1564.481,600.0,Programa_Hyp_Exp_F3,20-Mar-2011
SPD1709,474026.44,7479556.81,1579.45,620.4,Programa_Hyp_Exp_F3,27-Mar-2011
SPD1717,474228.19,7479976.14,1716.48,741.65,Programa_Hyp_Exp_F9,01-Apr-2011
SPD1719,474330.2,7479450.69,1565.35,530.4,Programa_Hyp_Exp_F3,06-Apr-2011
SPD1720,473877.63,7479449.19,1564.8,510.0,Programa_Hyp_Exp_m50,02-Apr-2011
SPD1723,473978.04,7479400.03,1580.26,650.0,Programa_Hyp_Exp_m50,16-Apr-2011
SPD1725,473893.682,7479559.07,1566.514,623.35,Programa_Hyp_Exp_F4,14-Apr-2011
SPD1731,474066.02,7479499.98,1579.46,576.45,Programa_Hyp_Exp_m50,21-Apr-2011
SPD1734,474105.155,7479450.08,1580.021,1564.7,Programa_Hyp_Exp_m50,22-Jun-2011
SPD1738,474114.54,7479500.07,1579.96,583.0,Programa_Hyp_Exp_m50,02-May-2011
SPD1739,474025.57,7479626.89,1564.94,559.05,Programa_Hyp_Exp_m50,02-Jun-2011
SPD1745,474027.823,7479399.985,1579.576,683.8,Programa_Hyp_Exp_m50,12-May-2011
SPD1746,474025.17,7479558.59,1580.386,428.1,Programa_Hyp_Exp_m50,12-May-2011
SPD1750,473918.53,7479603.904,1569.082,569.7,Programa_Hyp_Exp_m50,13-May-2011
SPD1754,473961.003,7479542.78,1580.666,410.6,Programa_Hyp_Exp_m50,15-May-2011
SPD1756,474362.069,7479871.241,1714.909,734.85,Programa_Hyp_Exp_F8,28-Jun-2011
SPD1757,473875.494,7479402.64,1564.694,590.3,Programa_Hyp_Exp_m50,25-May-2011
SPD1760,473869.302,7479500.151,1564.805,515.6,Programa_Hyp_Exp_m50,06-Jun-2011
SPD1766,474300.1,7480399.86,1723.56,713.5,Programa_Hyp_Exp_F4,15-Jun-2011
SPD1775,474642.931,7479736.909,1716.152,715.0,Programa_Hyp_Exp_F9,28-Jun-2011
SPD1777,473891.71,7479571.363,1564.623,500.0,Programa_Hyp_Exp_m50,18-Jun-2011
SPD1778,474026.515,7479626.06,1564.874,400.0,Programa_Hyp_Exp_m50,15-Jun-2011
SPD1783,474027.016,7479397.639,1579.793,610.0,Programa_Hyp_Exp_m50,02-Jul-2011
SPD1785,473997.366,7479550.504,1579.795,531.4,Programa_Hyp_Exp_m50,01-Jul-2011
SPD1789,474118.101,7479599.432,1564.82,575.0,Programa_Hyp_Exp_m50,30-Jun-2011
SPD1793,474100.359,7479450.267,1580.076,605.0,Programa_Hyp_Exp_m50,05-Jul-2011
SPD1801,474026.608,7479549.711,1579.518,684.35,Programa_Hyp_Exp_m50,19-Jul-2011
SPD1804,473999.228,7479349.84,1579.812,585.0,Programa_Hyp_Exp_m50,11-Jul-2011
SPD1808,474949.057,7481250.178,1747.588,222.0,Programa_infill_F15,06-Jul-2011
SPD1812,474035.0,7479300.0,1594.0,610.0,Programa_Hyp_Exp_m50,05-Aug-2011
